"Indicador";"Periodo";"Valor";"Categoría 1";"Categoría 1-Valor";"Categoría 2";"Categoría 2-Valor";"Categoría 3";"Categoría 3-Valor";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2006";"22.6";"Sexo";"Total";"Grupos de edad";"15-19";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2006";"37.2";"Sexo";"Total";"Grupos de edad";"Total 15-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2005";"916.3";"Sexo";"Total";"Grupos de edad";"Población total";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2005";"13.8";"Sexo";"Mujeres";"Grupos de edad";"25-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2005";"26.6";"Sexo";"Mujeres";"Grupos de edad";"20-24";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2005";"13.3";"Sexo";"Mujeres";"Grupos de edad";"15-19";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2005";"17.8";"Sexo";"Mujeres";"Grupos de edad";"Total 15-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2005";"838.8";"Sexo";"Mujeres";"Grupos de edad";"Población total";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2005";"73.5";"Sexo";"Hombres";"Grupos de edad";"25-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2005";"71.4";"Sexo";"Hombres";"Grupos de edad";"20-24";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2005";"46.5";"Sexo";"Hombres";"Grupos de edad";"15-19";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2005";"66.2";"Sexo";"Hombres";"Grupos de edad";"Total 15-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2005";"997.5";"Sexo";"Hombres";"Grupos de edad";"Población total";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2005";"44.5";"Sexo";"Total";"Grupos de edad";"25-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2005";"49.5";"Sexo";"Total";"Grupos de edad";"20-24";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2005";"30.3";"Sexo";"Total";"Grupos de edad";"15-19";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2005";"42.7";"Sexo";"Total";"Grupos de edad";"Total 15-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2004";"885.2";"Sexo";"Total";"Grupos de edad";"Población total";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2004";"22.1";"Sexo";"Mujeres";"Grupos de edad";"25-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2004";"22";"Sexo";"Mujeres";"Grupos de edad";"20-24";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2004";"25.6";"Sexo";"Mujeres";"Grupos de edad";"15-19";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2004";"22.9";"Sexo";"Mujeres";"Grupos de edad";"Total 15-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2004";"825.8";"Sexo";"Mujeres";"Grupos de edad";"Población total";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2004";"66.3";"Sexo";"Hombres";"Grupos de edad";"25-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2004";"49.4";"Sexo";"Hombres";"Grupos de edad";"20-24";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2004";"28.4";"Sexo";"Hombres";"Grupos de edad";"15-19";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2004";"51.5";"Sexo";"Hombres";"Grupos de edad";"Total 15-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2004";"947.5";"Sexo";"Hombres";"Grupos de edad";"Población total";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2004";"44.8";"Sexo";"Total";"Grupos de edad";"25-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2004";"36";"Sexo";"Total";"Grupos de edad";"20-24";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2004";"27";"Sexo";"Total";"Grupos de edad";"15-19";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2004";"37.6";"Sexo";"Total";"Grupos de edad";"Total 15-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2003";"929.7";"Sexo";"Total";"Grupos de edad";"Población total";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2003";"32.3";"Sexo";"Mujeres";"Grupos de edad";"25-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2003";"23.3";"Sexo";"Mujeres";"Grupos de edad";"20-24";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2003";"18.6";"Sexo";"Mujeres";"Grupos de edad";"15-19";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2003";"26.2";"Sexo";"Mujeres";"Grupos de edad";"Total 15-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2003";"871.5";"Sexo";"Mujeres";"Grupos de edad";"Población total";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2003";"65.2";"Sexo";"Hombres";"Grupos de edad";"25-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2003";"60.7";"Sexo";"Hombres";"Grupos de edad";"20-24";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2003";"61.1";"Sexo";"Hombres";"Grupos de edad";"15-19";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2003";"62.8";"Sexo";"Hombres";"Grupos de edad";"Total 15-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2003";"990.8";"Sexo";"Hombres";"Grupos de edad";"Población total";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2003";"49.3";"Sexo";"Total";"Grupos de edad";"25-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2003";"42.5";"Sexo";"Total";"Grupos de edad";"20-24";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2003";"40.5";"Sexo";"Total";"Grupos de edad";"15-19";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2003";"45";"Sexo";"Total";"Grupos de edad";"Total 15-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2002";"895.4";"Sexo";"Total";"Grupos de edad";"Población total";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2002";"20.9";"Sexo";"Mujeres";"Grupos de edad";"25-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2002";"32.2";"Sexo";"Mujeres";"Grupos de edad";"20-24";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2002";"25.1";"Sexo";"Mujeres";"Grupos de edad";"15-19";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2002";"25.8";"Sexo";"Mujeres";"Grupos de edad";"Total 15-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2002";"822.3";"Sexo";"Mujeres";"Grupos de edad";"Población total";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2002";"82";"Sexo";"Hombres";"Grupos de edad";"25-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2002";"61.2";"Sexo";"Hombres";"Grupos de edad";"20-24";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2002";"51.2";"Sexo";"Hombres";"Grupos de edad";"15-19";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2002";"67.6";"Sexo";"Hombres";"Grupos de edad";"Total 15-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2002";"971.8";"Sexo";"Hombres";"Grupos de edad";"Población total";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2002";"52.4";"Sexo";"Total";"Grupos de edad";"25-29";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2002";"47.1";"Sexo";"Total";"Grupos de edad";"20-24";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2002";"38.6";"Sexo";"Total";"Grupos de edad";"15-19";"";"";
"Defunciones entre la población de 15 a 29 años, por grupos de edad y sexo (tasas por 100.000 habitantes)";"2002";"47.3";"Sexo";"Total";"Grupos de edad";"Total 15-29";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"67.3";"Sexo, edad y TTHH";"Total";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"64.6";"Sexo, edad y TTHH";"Gipuzkoa";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"66.4";"Sexo, edad y TTHH";"Bizkaia";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"76.6";"Sexo, edad y TTHH";"Álava";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"92.1";"Sexo, edad y TTHH";"25-29 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"83.1";"Sexo, edad y TTHH";"20-24 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"28.4";"Sexo, edad y TTHH";"15-19 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"60.7";"Sexo, edad y TTHH";"Mujeres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"73.6";"Sexo, edad y TTHH";"Hombres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"47.6";"Sexo, edad y TTHH";"Total";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"47.6";"Sexo, edad y TTHH";"Gipuzkoa";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"41.5";"Sexo, edad y TTHH";"Bizkaia";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"68.6";"Sexo, edad y TTHH";"Álava";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"62.2";"Sexo, edad y TTHH";"25-29 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"61.5";"Sexo, edad y TTHH";"20-24 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"20.7";"Sexo, edad y TTHH";"15-19 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"43.7";"Sexo, edad y TTHH";"Mujeres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"51.3";"Sexo, edad y TTHH";"Hombres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"36.5";"Sexo, edad y TTHH";"Total";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"40.8";"Sexo, edad y TTHH";"Gipuzkoa";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"32.7";"Sexo, edad y TTHH";"Bizkaia";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"39.8";"Sexo, edad y TTHH";"Álava";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"46.9";"Sexo, edad y TTHH";"25-29 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"49.6";"Sexo, edad y TTHH";"20-24 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"13.7";"Sexo, edad y TTHH";"15-19 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"34.4";"Sexo, edad y TTHH";"Mujeres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"38.5";"Sexo, edad y TTHH";"Hombres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"40.7";"Sexo, edad y TTHH";"Total";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"38.4";"Sexo, edad y TTHH";"Gipuzkoa";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"38.2";"Sexo, edad y TTHH";"Bizkaia";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"54.9";"Sexo, edad y TTHH";"Álava";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"51.4";"Sexo, edad y TTHH";"25-29 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"53.4";"Sexo, edad y TTHH";"20-24 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"18.1";"Sexo, edad y TTHH";"15-19 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"37.2";"Sexo, edad y TTHH";"Mujeres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"44";"Sexo, edad y TTHH";"Hombres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2018";"32.9";"Sexo, edad y TTHH";"Total";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2018";"43.2";"Sexo, edad y TTHH";"Gipuzkoa";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2018";"26.8";"Sexo, edad y TTHH";"Bizkaia";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2018";"30.5";"Sexo, edad y TTHH";"Álava";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2018";"42.7";"Sexo, edad y TTHH";"25-29 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2018";"44.5";"Sexo, edad y TTHH";"20-24 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2018";"11.6";"Sexo, edad y TTHH";"15-19 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2018";"28.4";"Sexo, edad y TTHH";"Mujeres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2018";"37.2";"Sexo, edad y TTHH";"Hombres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2017";"32.3";"Sexo, edad y TTHH";"Total";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2017";"0.9";"Sexo, edad y TTHH";"Gipuzkoa";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2017";"2.4";"Sexo, edad y TTHH";"Bizkaia";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2017";"3.8";"Sexo, edad y TTHH";"Álava";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2017";"40.3";"Sexo, edad y TTHH";"25-29 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2017";"42.9";"Sexo, edad y TTHH";"20-24 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2017";"13.5";"Sexo, edad y TTHH";"15-19 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2017";"29.9";"Sexo, edad y TTHH";"Mujeres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2017";"34.6";"Sexo, edad y TTHH";"Hombres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2016";"25.1";"Sexo, edad y TTHH";"Total";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2016";"0";"Sexo, edad y TTHH";"Gipuzkoa";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2016";"0";"Sexo, edad y TTHH";"Bizkaia";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2016";"0";"Sexo, edad y TTHH";"Álava";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2016";"29.1";"Sexo, edad y TTHH";"25-29 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2016";"34";"Sexo, edad y TTHH";"20-24 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2016";"11.9";"Sexo, edad y TTHH";"15-19 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2016";"22.2";"Sexo, edad y TTHH";"Mujeres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2016";"27.9";"Sexo, edad y TTHH";"Hombres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2015";"20.4";"Sexo, edad y TTHH";"Total";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2015";"0";"Sexo, edad y TTHH";"Gipuzkoa";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2015";"0";"Sexo, edad y TTHH";"Bizkaia";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
